episode,loss,accuracy
1,1.3726760149002075,0.45000001788139343
2,1.358212947845459,0.375
3,1.3256416320800781,0.375
4,1.2985246181488037,0.375
5,1.2269718647003174,0.42500001192092896
6,1.4294261932373047,0.32500001788139343
7,0.9799531698226929,0.550000011920929
8,1.1368882656097412,0.4000000059604645
9,1.3606035709381104,0.4000000059604645
10,1.2940374612808228,0.42500001192092896
11,1.181412696838379,0.5250000357627869
12,1.2148692607879639,0.5
13,1.207395315170288,0.4749999940395355
14,1.2377957105636597,0.42500001192092896
15,1.1571242809295654,0.4000000059604645
16,1.2016109228134155,0.42500001192092896
17,1.2273125648498535,0.5
18,1.1207387447357178,0.5
19,1.2359113693237305,0.4749999940395355
20,1.2243109941482544,0.45000001788139343
21,1.3178575038909912,0.45000001788139343
22,1.2794153690338135,0.42500001192092896
23,1.1476850509643555,0.42500001192092896
24,1.303861379623413,0.30000001192092896
25,1.2344766855239868,0.3499999940395355
26,1.2130870819091797,0.42500001192092896
27,1.213316559791565,0.45000001788139343
28,1.2595245838165283,0.42500001192092896
29,1.3009599447250366,0.30000001192092896
30,1.2168467044830322,0.45000001788139343
31,1.1004605293273926,0.4749999940395355
32,1.2093150615692139,0.42500001192092896
33,1.411131739616394,0.25
34,1.0578863620758057,0.5250000357627869
35,1.3060427904129028,0.375
36,1.2632182836532593,0.3499999940395355
37,1.185854196548462,0.550000011920929
38,1.259406328201294,0.42500001192092896
39,1.2558341026306152,0.3499999940395355
40,1.2974458932876587,0.42500001192092896
41,1.2678236961364746,0.45000001788139343
42,1.2846200466156006,0.4749999940395355
43,1.2536652088165283,0.42500001192092896
44,1.2611852884292603,0.42500001192092896
45,1.3202611207962036,0.42500001192092896
46,1.4057358503341675,0.25
47,1.2860416173934937,0.42500001192092896
48,1.204326868057251,0.45000001788139343
49,1.2401759624481201,0.45000001788139343
50,1.3414722681045532,0.25
51,1.1557947397232056,0.4749999940395355
52,1.3557665348052979,0.30000001192092896
53,1.3437409400939941,0.30000001192092896
54,1.3168442249298096,0.42500001192092896
55,1.2178497314453125,0.42500001192092896
56,1.2052700519561768,0.5250000357627869
57,1.293893814086914,0.45000001788139343
58,1.3669929504394531,0.25
59,1.2490317821502686,0.4749999940395355
60,1.3557710647583008,0.3499999940395355
61,1.387731909751892,0.30000001192092896
62,1.2741601467132568,0.4749999940395355
63,1.2918789386749268,0.3499999940395355
64,1.3476046323776245,0.375
65,1.3721299171447754,0.375
66,1.2359167337417603,0.574999988079071
67,1.2363168001174927,0.4000000059604645
68,1.1712521314620972,0.5
69,1.169939398765564,0.45000001788139343
70,1.3368618488311768,0.375
71,1.1493701934814453,0.42500001192092896
72,1.2175586223602295,0.375
73,1.2655104398727417,0.4000000059604645
74,1.3895264863967896,0.4000000059604645
75,1.0548412799835205,0.4749999940395355
76,1.2845114469528198,0.3499999940395355
77,1.2954007387161255,0.32500001788139343
78,1.279545545578003,0.4000000059604645
79,1.3619660139083862,0.22500000894069672
80,1.2326828241348267,0.42500001192092896
81,1.2313158512115479,0.3499999940395355
82,1.2975776195526123,0.20000000298023224
83,1.2737942934036255,0.3499999940395355
84,1.340160846710205,0.375
85,1.1357282400131226,0.5
86,1.1819374561309814,0.42500001192092896
87,1.1553304195404053,0.5
88,1.2678853273391724,0.4000000059604645
89,1.256566047668457,0.45000001788139343
90,1.1433582305908203,0.550000011920929
91,1.3228551149368286,0.42500001192092896
92,1.1150233745574951,0.5
93,1.285644292831421,0.4000000059604645
94,1.227483868598938,0.375
95,1.345005989074707,0.30000001192092896
96,1.285652995109558,0.4749999940395355
97,1.2517783641815186,0.3499999940395355
98,1.2226760387420654,0.45000001788139343
99,1.2748258113861084,0.375
100,1.2795568704605103,0.4000000059604645
101,1.2424914836883545,0.4000000059604645
102,1.2297937870025635,0.42500001192092896
103,1.17485511302948,0.4749999940395355
104,1.3321291208267212,0.42500001192092896
105,1.168743371963501,0.4749999940395355
106,1.1634666919708252,0.4000000059604645
107,1.0418140888214111,0.5250000357627869
108,1.2389665842056274,0.45000001788139343
109,1.3358020782470703,0.30000001192092896
110,1.336293339729309,0.42500001192092896
111,1.3197128772735596,0.4000000059604645
112,1.238541603088379,0.45000001788139343
113,1.235978364944458,0.42500001192092896
114,1.291830062866211,0.375
115,1.2499014139175415,0.30000001192092896
116,1.3653830289840698,0.30000001192092896
117,1.3596453666687012,0.25
118,1.207611083984375,0.550000011920929
119,1.2532340288162231,0.45000001788139343
120,1.2476513385772705,0.4749999940395355
121,1.1652075052261353,0.42500001192092896
122,1.3342827558517456,0.3499999940395355
123,1.2961442470550537,0.4000000059604645
124,1.196277379989624,0.45000001788139343
125,1.2509799003601074,0.2750000059604645
126,1.1603929996490479,0.4749999940395355
127,1.165673017501831,0.42500001192092896
128,1.2372816801071167,0.574999988079071
129,1.203482747077942,0.4000000059604645
130,1.2749159336090088,0.42500001192092896
131,1.2796552181243896,0.30000001192092896
132,1.4751702547073364,0.3499999940395355
133,1.3126990795135498,0.30000001192092896
134,1.1781374216079712,0.5
135,1.2367074489593506,0.32500001788139343
136,1.298945665359497,0.42500001192092896
137,1.2715444564819336,0.3499999940395355
138,1.1451654434204102,0.4000000059604645
139,1.2276560068130493,0.42500001192092896
140,1.2044122219085693,0.4749999940395355
141,1.0884532928466797,0.5250000357627869
142,1.1562554836273193,0.45000001788139343
143,1.1158815622329712,0.4000000059604645
144,1.371042013168335,0.25
145,1.3180162906646729,0.3499999940395355
146,1.2157810926437378,0.4000000059604645
147,1.4048370122909546,0.25
148,1.301464557647705,0.4749999940395355
149,1.3675144910812378,0.2750000059604645
150,1.3846995830535889,0.20000000298023224
151,1.3831818103790283,0.25
152,1.3399012088775635,0.6000000238418579
153,1.3666013479232788,0.2750000059604645
154,1.3591731786727905,0.42500001192092896
155,1.388606309890747,0.25
156,1.3603146076202393,0.4000000059604645
157,1.2587531805038452,0.550000011920929
158,1.3417775630950928,0.3499999940395355
159,1.30155611038208,0.375
160,1.2973930835723877,0.42500001192092896
161,1.3748915195465088,0.30000001192092896
162,1.3731353282928467,0.42500001192092896
163,1.268608570098877,0.45000001788139343
164,1.2453988790512085,0.42500001192092896
165,1.293653964996338,0.32500001788139343
166,1.2146332263946533,0.45000001788139343
167,1.5026628971099854,0.30000001192092896
168,1.3935000896453857,0.42500001192092896
169,1.334446668624878,0.32500001788139343
170,1.3196380138397217,0.42500001192092896
171,1.1677570343017578,0.4749999940395355
172,1.2530553340911865,0.42500001192092896
173,1.267149806022644,0.42500001192092896
174,1.3118551969528198,0.3499999940395355
175,1.2355207204818726,0.4000000059604645
176,1.3020232915878296,0.42500001192092896
177,1.2655789852142334,0.5
178,1.1883957386016846,0.45000001788139343
179,1.2327938079833984,0.42500001192092896
180,1.3671103715896606,0.32500001788139343
181,1.2549197673797607,0.45000001788139343
182,1.201200246810913,0.42500001192092896
183,1.2042710781097412,0.4000000059604645
184,1.3730334043502808,0.30000001192092896
185,1.2456473112106323,0.4749999940395355
186,1.3392231464385986,0.375
187,1.298506736755371,0.3499999940395355
188,1.3289682865142822,0.4000000059604645
189,1.273667335510254,0.375
190,1.2505567073822021,0.42500001192092896
191,1.3482075929641724,0.42500001192092896
192,1.2431166172027588,0.42500001192092896
193,1.236434817314148,0.4749999940395355
194,1.1711689233779907,0.5
195,1.1210501194000244,0.5250000357627869
196,1.1881368160247803,0.45000001788139343
197,1.331057071685791,0.32500001788139343
198,1.2750823497772217,0.375
199,1.2487472295761108,0.45000001788139343
200,1.1963987350463867,0.4749999940395355
201,1.3713867664337158,0.32500001788139343
202,1.2626725435256958,0.45000001788139343
203,1.1882870197296143,0.4749999940395355
204,1.25284743309021,0.4000000059604645
205,1.2724058628082275,0.375
206,1.2060701847076416,0.3499999940395355
207,1.2578383684158325,0.42500001192092896
208,1.3186109066009521,0.42500001192092896
209,1.3337676525115967,0.5
210,1.2967913150787354,0.3499999940395355
211,1.2093369960784912,0.5
212,1.0724258422851562,0.625
213,1.2226331233978271,0.4749999940395355
214,1.3518959283828735,0.3499999940395355
215,1.264456033706665,0.375
216,1.1948283910751343,0.42500001192092896
217,1.228307843208313,0.42500001192092896
218,1.1689444780349731,0.5
219,1.1277940273284912,0.42500001192092896
220,1.4116801023483276,0.375
221,1.2964019775390625,0.4000000059604645
222,1.3126977682113647,0.42500001192092896
223,1.295947790145874,0.2750000059604645
224,1.1802561283111572,0.4000000059604645
225,1.267821192741394,0.4749999940395355
226,1.1760616302490234,0.375
227,1.3014037609100342,0.375
228,1.2522518634796143,0.3499999940395355
229,1.2359659671783447,0.3499999940395355
230,1.0538651943206787,0.5
231,1.3033533096313477,0.375
232,1.1392748355865479,0.4000000059604645
233,1.1416270732879639,0.45000001788139343
234,1.126497745513916,0.5
235,1.2049901485443115,0.4749999940395355
236,1.1584532260894775,0.4749999940395355
237,1.122018575668335,0.45000001788139343
238,1.1805951595306396,0.42500001192092896
239,1.280759572982788,0.375
240,1.0714061260223389,0.5
241,1.2286417484283447,0.5
242,1.2333053350448608,0.375
243,1.3706464767456055,0.2750000059604645
244,1.2272861003875732,0.3499999940395355
245,1.1504191160202026,0.4749999940395355
246,1.2593576908111572,0.45000001788139343
247,1.3353055715560913,0.30000001192092896
248,1.2296229600906372,0.45000001788139343
249,1.2922449111938477,0.375
